"","logFC","AveExpr","t","P.Value","adj.P.Val","B","sig_LFC1","sig_LFC2","sig_LFC3"
"IL7R",-0.445927651440008,7.58579000659915,-0.663132487667877,0.510798826147214,0.949262700408839,-4.92272335767418,"Not Significant","Not Significant","Not Significant"
"CSTF3",-0.24631345791715,8.52991701118103,-0.662956396380721,0.510910499271178,0.949262700408839,-4.92279443056972,"Not Significant","Not Significant","Not Significant"
"ARHGEF5",0.253279898839844,8.6112066356509,0.661952528783947,0.511547381656237,0.949990073561415,-4.92319925521622,"Not Significant","Not Significant","Not Significant"
"NOS1AP",0.100717815607832,7.30355357792641,0.661944656879137,0.511552377513435,0.949990073561415,-4.92320242732438,"Not Significant","Not Significant","Not Significant"
"SMARCC2",-0.164028568876793,8.01958227610455,-0.661536871212593,0.51181121230382,0.950164570433252,-4.92336670085721,"Not Significant","Not Significant","Not Significant"
"CHCHD3",-0.135384800863362,7.3920957041857,-0.661181614216414,0.51203676310384,0.950164570433252,-4.92350973341561,"Not Significant","Not Significant","Not Significant"
"ANKLE2",0.168423906217819,7.83457546685259,0.660921008580921,0.512202254382284,0.950164570433252,-4.92361461024086,"Not Significant","Not Significant","Not Significant"
"RNF130",0.0802088446243209,7.14408423869574,0.660767319528213,0.512299864419168,0.950164570433252,-4.92367644125876,"Not Significant","Not Significant","Not Significant"
"VBP1",-0.152810684390127,11.0194584757265,-0.660672072137552,0.512360362390852,0.950164570433252,-4.9237147534554,"Not Significant","Not Significant","Not Significant"
"CEBPB",-0.159930351565921,12.5869055124072,-0.660613358723647,0.512397657118195,0.950164570433252,-4.92373836759495,"Not Significant","Not Significant","Not Significant"
"PTMA",-0.146415253796229,12.329737949319,-0.660255396433127,0.512625066262686,0.95035401974133,-4.92388229349554,"Not Significant","Not Significant","Not Significant"
"ZNF264",0.159157658978199,7.53188601274335,0.659540320167338,0.513079508652449,0.950762695033267,-4.92416957722751,"Not Significant","Not Significant","Not Significant"
"CCL4",0.363392811033108,8.56481783758857,0.659514213652714,0.513096103869429,0.950762695033267,-4.92418005986264,"Not Significant","Not Significant","Not Significant"
"FASTKD5",0.202309881983263,9.18633560322405,0.65880804850656,0.513545104061121,0.95121093456729,-4.92446345569961,"Not Significant","Not Significant","Not Significant"
"LPP",-0.118562894653848,8.15330469251894,-0.658739471015781,0.513588718888006,0.95121093456729,-4.9244909612697,"Not Significant","Not Significant","Not Significant"
"TRAF4",0.216007047957371,7.61865611340197,0.65832328158727,0.513853455402348,0.951242710468937,-4.92465782992568,"Not Significant","Not Significant","Not Significant"
"AMMECR1",-0.233667560449756,7.52683496489059,-0.658140407502475,0.513969804156109,0.951242710468937,-4.92473111977776,"Not Significant","Not Significant","Not Significant"
"ENO2",0.44034897207425,9.08694406964486,0.658025285674272,0.5140430546226,0.951242710468937,-4.92477724662727,"Not Significant","Not Significant","Not Significant"
"EIF4G2",-0.085919150733034,8.68858835371343,-0.657924289882672,0.514107321512007,0.951242710468937,-4.92481770701793,"Not Significant","Not Significant","Not Significant"
"AAGAB",0.110708597934418,7.61792863406105,0.657190552708898,0.514574352083267,0.951717570679524,-4.92511147161529,"Not Significant","Not Significant","Not Significant"
"AKTIP",-0.228173712022934,9.24487450616267,-0.657127004467606,0.51461481187376,0.951717570679524,-4.92513689927913,"Not Significant","Not Significant","Not Significant"
"STAG1",-0.161884167435417,8.01461374337103,-0.656557236891793,0.514977647030194,0.951720455548197,-4.92536477454021,"Not Significant","Not Significant","Not Significant"
"BSG",-0.276259114639997,10.3631348080261,-0.656223468970513,0.515190258528529,0.951720455548197,-4.92549817384598,"Not Significant","Not Significant","Not Significant"
"ZBTB7B",0.114862995411527,8.33150804856121,0.656129673802814,0.51525001491856,0.951720455548197,-4.92553564973214,"Not Significant","Not Significant","Not Significant"
"PDIA5",0.304056752023115,10.1475483454571,0.656113391333648,0.515260388770468,0.951720455548197,-4.92554215486688,"Not Significant","Not Significant","Not Significant"
"MAST4",-0.155027640147454,7.45394826301548,-0.655172611175242,0.515859967231398,0.951720455548197,-4.92591774669314,"Not Significant","Not Significant","Not Significant"
"DDX21",0.185216373952581,11.1464461338864,0.654574417634815,0.516241403041269,0.951720455548197,-4.92615629364005,"Not Significant","Not Significant","Not Significant"
"SLBP",-0.36172572704472,10.461574262972,-0.654103444586061,0.516541823694495,0.951720455548197,-4.92634395867435,"Not Significant","Not Significant","Not Significant"
"ADIPOR2",0.182236527965647,10.1317040635313,0.654092109078266,0.516549055456684,0.951720455548197,-4.92634847382902,"Not Significant","Not Significant","Not Significant"
"GMPPA",-0.154685494246873,8.22638836579734,-0.653692162315681,0.516804245967098,0.951720455548197,-4.92650773175506,"Not Significant","Not Significant","Not Significant"
"PIGQ",0.0951296572389989,7.98006589473744,0.653609960695085,0.516856704008323,0.951720455548197,-4.92654045252647,"Not Significant","Not Significant","Not Significant"
"MSL1",0.127571308345121,9.34688476157229,0.653401391185992,0.516989818188699,0.951720455548197,-4.92662345672014,"Not Significant","Not Significant","Not Significant"
"M6PR",-0.295125457172814,9.51772979028497,-0.653092711000888,0.517186859193707,0.951720455548197,-4.92674625458295,"Not Significant","Not Significant","Not Significant"
"TP53BP2",-0.251909258208108,9.35763400892802,-0.653061038275307,0.517207079243175,0.951720455548197,-4.92675885130262,"Not Significant","Not Significant","Not Significant"
"NAAA",-0.141381376727008,7.50148395871583,-0.652858063497703,0.517336669563688,0.951720455548197,-4.9268395633243,"Not Significant","Not Significant","Not Significant"
"TSPAN12",0.38335112342797,8.28307744361176,0.652408374508924,0.517623837856168,0.951720455548197,-4.92701829325417,"Not Significant","Not Significant","Not Significant"
"USP33",-0.13562770344719,8.58942519448251,-0.652157621573823,0.517784004035072,0.951720455548197,-4.92711790357956,"Not Significant","Not Significant","Not Significant"
"SMN1",0.267082548483148,8.31941058615979,0.652125031915759,0.517804822334739,0.951720455548197,-4.92713084692069,"Not Significant","Not Significant","Not Significant"
"FGF6",0.0916392869181327,7.52389528103256,0.652088547586225,0.517828129085551,0.951720455548197,-4.92714533632713,"Not Significant","Not Significant","Not Significant"
"CAMSAP2",-0.201200685190076,8.47835694724371,-0.651954023127102,0.517914070234032,0.951720455548197,-4.92719875463139,"Not Significant","Not Significant","Not Significant"
"APOE",-0.415575860863572,9.80387258347626,-0.651845152164139,0.517983628200785,0.951720455548197,-4.92724197834417,"Not Significant","Not Significant","Not Significant"
"CDKN2A",-0.490122321159135,8.11464679421309,-0.651603207046877,0.518138225531205,0.951720455548197,-4.92733800973203,"Not Significant","Not Significant","Not Significant"
"ARHGAP25",-0.105614574153026,8.02960055541136,-0.650585988772229,0.518788474621598,0.951720455548197,-4.92774137850314,"Not Significant","Not Significant","Not Significant"
"UBE2A",-0.175765360671183,10.1988805250083,-0.650355732266075,0.518935724911011,0.951720455548197,-4.92783259957868,"Not Significant","Not Significant","Not Significant"
"H3C8",0.151494651239233,8.51500199739004,0.650135941334409,0.519076303254547,0.951720455548197,-4.92791964519271,"Not Significant","Not Significant","Not Significant"
"PLEKHF2",-0.263422486501846,9.86565861400014,-0.650038646191277,0.5191385397569,0.951720455548197,-4.92795816865191,"Not Significant","Not Significant","Not Significant"
"RBM10",0.148618213131497,9.81292351082356,0.649822421319664,0.519276865976258,0.951720455548197,-4.92804376158113,"Not Significant","Not Significant","Not Significant"
"BEX3",-0.124959824134475,13.000463857392,-0.649724935631267,0.51933923724559,0.951720455548197,-4.9280823423734,"Not Significant","Not Significant","Not Significant"
"LAS1L",0.110467540822952,8.27757522110417,0.649704669790429,0.519352203817797,0.951720455548197,-4.9280903620458,"Not Significant","Not Significant","Not Significant"
"FADD",-0.159603861922467,9.4937867259335,-0.649575621775172,0.519434775898947,0.951720455548197,-4.92814142368895,"Not Significant","Not Significant","Not Significant"
"SPTSSA",-0.220801305539391,9.65411289907747,-0.649435049218806,0.519524730003112,0.951720455548197,-4.92819703412841,"Not Significant","Not Significant","Not Significant"
"ACOT8",0.183659427971904,7.63527826705265,0.649278964070331,0.519624620555902,0.951720455548197,-4.92825876762558,"Not Significant","Not Significant","Not Significant"
"RRS1",-0.206987722608955,10.0511565842428,-0.64922226414255,0.519660909617953,0.951720455548197,-4.92828118953443,"Not Significant","Not Significant","Not Significant"
"FEZ2",0.117762393773081,8.57316275787592,0.648938519991719,0.519842531757265,0.951720455548197,-4.92839336715385,"Not Significant","Not Significant","Not Significant"
"AIP",0.154244219487927,9.38441272001094,0.648876153399616,0.519882456609061,0.951720455548197,-4.9284180172527,"Not Significant","Not Significant","Not Significant"
"PRDM1",-0.148173251434037,8.16549412665487,-0.648748837839303,0.519963964539907,0.951720455548197,-4.9284683309679,"Not Significant","Not Significant","Not Significant"
"RABL6",-0.147245820574197,8.71408942997564,-0.648672871918685,0.520012601476064,0.951720455548197,-4.92849834729287,"Not Significant","Not Significant","Not Significant"
"NDST1",0.120929689607102,7.39964344733811,0.648576801840987,0.520074113512131,0.951720455548197,-4.92853630245337,"Not Significant","Not Significant","Not Significant"
"H2BC9",-0.367035811963395,8.85830243055124,-0.648566647218939,0.520080615570826,0.951720455548197,-4.92854031400012,"Not Significant","Not Significant","Not Significant"
"CLPB",0.113668727644708,7.07933085562784,0.648388116638222,0.520194936742482,0.951720455548197,-4.92861083188099,"Not Significant","Not Significant","Not Significant"
"S100A11",-0.206648378085847,12.0266691277429,-0.64823575971825,0.520292508346804,0.951720455548197,-4.92867099647896,"Not Significant","Not Significant","Not Significant"
"ALDH1L1",0.151131206242366,7.12695658388977,0.64811494416756,0.520369887338767,0.951720455548197,-4.92871869585006,"Not Significant","Not Significant","Not Significant"
"RBMS1",0.206039352302179,10.4896116049911,0.64790923349627,0.520501653416899,0.951720455548197,-4.92879989289138,"Not Significant","Not Significant","Not Significant"
"RPS10",0.0866889651859134,12.4163401779568,0.647649555558996,0.520668013145877,0.951720455548197,-4.92890235580295,"Not Significant","Not Significant","Not Significant"
"HGH1",-0.177891698621813,9.44011854305026,-0.647417893189671,0.520816448951311,0.951720455548197,-4.92899373069273,"Not Significant","Not Significant","Not Significant"
"KHDRBS1",-0.108492130377947,10.4628577556185,-0.646856731399382,0.521176102384953,0.951720455548197,-4.92921493863783,"Not Significant","Not Significant","Not Significant"
"CEACAM3",0.0945609197394363,7.43032358873364,0.646241624634925,0.521570481639522,0.951720455548197,-4.92945719709256,"Not Significant","Not Significant","Not Significant"
"CLCN7",-0.131272692260715,8.53343097790022,-0.646136462663939,0.521637922753531,0.951720455548197,-4.92949859245829,"Not Significant","Not Significant","Not Significant"
"CKS2",-0.296196353832117,10.7786558616892,-0.645840848644468,0.521827526986486,0.951720455548197,-4.92961492118418,"Not Significant","Not Significant","Not Significant"
"RBFA",0.106685291200448,7.33974710977905,0.645684706003395,0.521927690312346,0.951720455548197,-4.92967634484285,"Not Significant","Not Significant","Not Significant"
"MEGF6",-0.291437585783799,8.17352774535639,-0.64556493073121,0.522004531415366,0.951720455548197,-4.92972345244929,"Not Significant","Not Significant","Not Significant"
"TXNL1",-0.198902861659967,7.46381458255245,-0.645552546151975,0.522012477010963,0.951720455548197,-4.92972832281837,"Not Significant","Not Significant","Not Significant"
"NT5DC3",0.104675887881349,6.76733262983025,0.645454181853466,0.522075587047816,0.951720455548197,-4.92976700240881,"Not Significant","Not Significant","Not Significant"
"CYP1A2",0.113408551075104,7.47136200395206,0.645379487634801,0.522123513193818,0.951720455548197,-4.92979637043134,"Not Significant","Not Significant","Not Significant"
"RANBP6",-0.243867154942357,8.77883946867476,-0.644713604266342,0.52255086824733,0.951720455548197,-4.93005803405986,"Not Significant","Not Significant","Not Significant"
"TRMO",0.0941954326655737,7.42498142824136,0.644642447425752,0.522596546758395,0.951720455548197,-4.93008598010396,"Not Significant","Not Significant","Not Significant"
"SLTM",-0.146677141637948,10.1107762275804,-0.644467850787366,0.522708636540374,0.951720455548197,-4.9301545382399,"Not Significant","Not Significant","Not Significant"
"RDH14",-0.183073108467441,9.60147417820092,-0.644443530656208,0.522724250903498,0.951720455548197,-4.93016408649069,"Not Significant","Not Significant","Not Significant"
"SLCO3A1",0.233709303624086,8.53856137494024,0.64413828373603,0.522920251047256,0.951720455548197,-4.9302838987114,"Not Significant","Not Significant","Not Significant"
"NDUFS6",0.18518505511475,11.359686143201,0.644084522116473,0.522954775622413,0.951720455548197,-4.9303049949197,"Not Significant","Not Significant","Not Significant"
"LIF",-0.270378904455673,8.15703532451219,-0.643905396793196,0.523069814860757,0.951720455548197,-4.93037527182621,"Not Significant","Not Significant","Not Significant"
