"","logFC","AveExpr","t","P.Value","adj.P.Val","B","sig_LFC1","sig_LFC2","sig_LFC3"
"RAPGEFL1",0.573256514523866,6.85339329278258,2.03558584113645,0.0480080418712837,0.895409611878499,-3.858878483638,"Not Significant","Not Significant","Not Significant"
"ZNF580",0.66690961942918,9.04791600264001,2.03236387738753,0.0483468340356824,0.895409611878499,-3.86243252032787,"Not Significant","Not Significant","Not Significant"
"SEC23IP",-0.457830264953916,7.6698898738282,-2.03212943684279,0.0483715665940042,0.895409611878499,-3.86269095872601,"Not Significant","Not Significant","Not Significant"
"SLC20A1",-0.708694370908817,8.52861225255083,-2.03020903178011,0.0485745762540693,0.895409611878499,-3.86480709818881,"Not Significant","Not Significant","Not Significant"
"EPHB6",0.836221426882584,8.19916215033451,2.02862473587812,0.0487426123149157,0.895409611878499,-3.86655174000696,"Not Significant","Not Significant","Not Significant"
"RRM1",-0.841588830205221,9.33497423472885,-2.02823350022506,0.0487841858632741,0.895409611878499,-3.866982414925,"Not Significant","Not Significant","Not Significant"
"WBP2",0.589238200536554,9.95381058169648,2.02637676447168,0.0489819070454594,0.895409611878499,-3.86902547133908,"Not Significant","Not Significant","Not Significant"
"S100A9",-2.38813812308631,9.84803679953302,-2.02612741190575,0.0490085132122906,0.895409611878499,-3.86929973893065,"Significant","Significant","Not Significant"
"LMNB2",-0.673755096172772,9.23266415679801,-2.02524408763576,0.0491028658427886,0.895409611878499,-3.87027111976795,"Not Significant","Not Significant","Not Significant"
"RBM19",0.334085676953749,7.877446278887,2.02389434739815,0.0492473436715482,0.895409611878499,-3.87175479716681,"Not Significant","Not Significant","Not Significant"
"RAD1",-0.485583067428555,8.88109066633058,-2.0213931775051,0.0495160482079186,0.895409611878499,-3.87450219494787,"Not Significant","Not Significant","Not Significant"
"RRP1B",0.336658094394785,8.94346309144197,2.02019805593693,0.0496448908393426,0.895409611878499,-3.87581406724596,"Not Significant","Not Significant","Not Significant"
"SEPTIN10",-0.707685871809628,8.97516117366631,-2.01997285623139,0.0496692015388438,0.895409611878499,-3.87606120115205,"Not Significant","Not Significant","Not Significant"
"HMX1",0.368675735224833,7.76608057355391,2.01931103982726,0.0497407055977959,0.895409611878499,-3.87678735762045,"Not Significant","Not Significant","Not Significant"
"KLK5",2.34911378215231,9.20419279504532,2.01800025663374,0.0498825892172129,0.895409611878499,-3.87822504251431,"Significant","Significant","Not Significant"
"ELF2",-0.387900222241052,8.38643416021756,-2.01784929526928,0.0498989523245341,0.895409611878499,-3.87839057382001,"Not Significant","Not Significant","Not Significant"
"WDTC1",0.352439111321157,8.96699378934642,2.01522355917937,0.0501843090339524,0.895409611878499,-3.88126823760086,"Not Significant","Not Significant","Not Significant"
"ABHD18",-0.437124066222675,7.36821443784942,-2.01410941603212,0.0503058178262944,0.895409611878499,-3.88248842377144,"Not Significant","Not Significant","Not Significant"
"RHOT2",0.391359455922817,9.18397150861406,2.01168030702501,0.0505716223737083,0.895409611878499,-3.88514696724933,"Not Significant","Not Significant","Not Significant"
"KIF1C",0.610502851009757,8.01232974844688,2.01123376278707,0.0506206176689987,0.895409611878499,-3.88563542495587,"Not Significant","Not Significant","Not Significant"
"UBE2L3",-0.564383387384202,9.96849224956812,-2.01078783133841,0.0506695868056752,0.895409611878499,-3.88612313062715,"Not Significant","Not Significant","Not Significant"
"LHPP",0.48447092695272,8.1873218498844,2.01075235963933,0.0506734838279533,0.895409611878499,-3.88616192175728,"Not Significant","Not Significant","Not Significant"
"IRS1",-0.757147656541615,7.6740843765439,-2.01030660509994,0.0507224778564421,0.895409611878499,-3.88664934581168,"Not Significant","Not Significant","Not Significant"
"MIIP",0.368387039564698,8.88385522940496,2.01013291113,0.0507415801265166,0.895409611878499,-3.88683925473925,"Not Significant","Not Significant","Not Significant"
"PREB",0.445296054250562,9.44503378145724,2.00695692840883,0.0510919653013016,0.895409611878499,-3.89030954026305,"Not Significant","Not Significant","Not Significant"
"CEP162",-0.593218640826963,7.16338118461191,-2.00656400954906,0.0511354588896613,0.895409611878499,-3.89073858061878,"Not Significant","Not Significant","Not Significant"
"WWTR1",0.484383175926658,9.05929604233535,2.00619159936563,0.0511767119190308,0.895409611878499,-3.89114516826643,"Not Significant","Not Significant","Not Significant"
"PLXND1",-0.380328577413313,8.76338100517177,-2.00537549133256,0.0512672156112281,0.895409611878499,-3.89203597393898,"Not Significant","Not Significant","Not Significant"
"CHD9",-0.499527229570553,6.8612144468282,-2.00533277864258,0.0512719561251877,0.895409611878499,-3.89208258853259,"Not Significant","Not Significant","Not Significant"
"C1GALT1",-0.590378210888,7.31616559457884,-2.0051879961636,0.0512880277910755,0.895409611878499,-3.89224059163937,"Not Significant","Not Significant","Not Significant"
"AP3B1",-0.52501271658206,7.91250294437781,-2.00446080609445,0.0513688160088144,0.895409611878499,-3.8930340535878,"Not Significant","Not Significant","Not Significant"
"ELOC",-0.581349537098282,9.65576937156192,-2.00242812220008,0.0515952250968115,0.895409611878499,-3.89525082895185,"Not Significant","Not Significant","Not Significant"
"ECHDC3",0.958003798055827,9.28885487747376,1.99933113533213,0.0519418426846216,0.895409611878499,-3.89862502167528,"Not Significant","Not Significant","Not Significant"
"RBP3",0.320916721898493,6.9107853748748,1.9952521557055,0.0524014414575775,0.895409611878499,-3.9030630617741,"Not Significant","Not Significant","Not Significant"
"CAMK2N1",-1.02874852373499,7.53177275644333,-1.99388692680947,0.0525560527711969,0.895409611878499,-3.90454693171163,"Not Significant","Not Significant","Not Significant"
"CLPX",0.610842277605329,9.00231447260188,1.99173929774671,0.0528000693632343,0.895409611878499,-3.90687963316762,"Not Significant","Not Significant","Not Significant"
"HLA-F",-0.889282268356998,10.8045641170697,-1.99059648546167,0.0529303164027253,0.895409611878499,-3.90812014911308,"Not Significant","Not Significant","Not Significant"
"SFTPD",0.846045310159649,7.43806418510335,1.98833867073914,0.0531884580997798,0.895409611878499,-3.9105694029347,"Not Significant","Not Significant","Not Significant"
"ZDHHC18",0.254112418881101,7.39554077562304,1.98669708991647,0.0533768271063183,0.895409611878499,-3.91234884560528,"Not Significant","Not Significant","Not Significant"
"TPST2",-0.948943487962379,9.14992688042755,-1.98333621806342,0.0537642821538575,0.895409611878499,-3.91598847835082,"Not Significant","Not Significant","Not Significant"
"TPI1",0.46802901456246,10.663787795051,1.9823834909563,0.0538745576594745,0.895409611878499,-3.91701937397591,"Not Significant","Not Significant","Not Significant"
"VPS11",0.342067367720564,8.98146098810324,1.97728535633796,0.0544679794665841,0.895409611878499,-3.92252938059554,"Not Significant","Not Significant","Not Significant"
"ZNF419",0.35558136857857,8.83092106849126,1.97570970670142,0.0546525229957394,0.895409611878499,-3.92423013587439,"Not Significant","Not Significant","Not Significant"
"DECR2",0.472619825112215,9.13953293351243,1.97454164707208,0.0547896768945232,0.895409611878499,-3.92549027083764,"Not Significant","Not Significant","Not Significant"
"SNRPD1",-0.488097323288217,9.98107626303867,-1.97429001516894,0.0548192624546655,0.895409611878499,-3.92576166379734,"Not Significant","Not Significant","Not Significant"
"MAN2C1",0.326503107293932,7.83779288616767,1.97370270845929,0.0548883685600576,0.895409611878499,-3.92639498988853,"Not Significant","Not Significant","Not Significant"
"DEF8",-0.616140637785944,8.86135887449159,-1.97343565164805,0.0549198169626945,0.895409611878499,-3.92668292478398,"Not Significant","Not Significant","Not Significant"
"SLC25A13",-0.571040888289452,7.71883281335365,-1.97268307512327,0.0550085234693639,0.895409611878499,-3.92749417647486,"Not Significant","Not Significant","Not Significant"
"KSR1",0.2452286270295,7.18822537456558,1.97205645777598,0.055082477433424,0.895409611878499,-3.92816946814887,"Not Significant","Not Significant","Not Significant"
"FANCI",-0.761563261314769,8.03660985496597,-1.97097801311979,0.0552099573929338,0.895409611878499,-3.92933130029014,"Not Significant","Not Significant","Not Significant"
"TNS1",0.46206198552404,8.39555141681436,1.96823797005767,0.0555349959240405,0.895409611878499,-3.93228102353845,"Not Significant","Not Significant","Not Significant"
"G6PD",-0.622469278735798,8.33378810178144,-1.9666063171768,0.0557293343544083,0.895409611878499,-3.93403604668225,"Not Significant","Not Significant","Not Significant"
"NECAP2",0.324716151852402,8.40775887064179,1.96649893475506,0.0557421447087697,0.895409611878499,-3.93415150929578,"Not Significant","Not Significant","Not Significant"
"RAB20",-0.360642590250064,8.13505314321974,-1.96603532719675,0.0557974806514758,0.895409611878499,-3.93464994649109,"Not Significant","Not Significant","Not Significant"
"RBM41",-0.50121305162823,6.96459961689938,-1.96577262032026,0.0558288582208004,0.895409611878499,-3.93493234993071,"Not Significant","Not Significant","Not Significant"
"CD81",0.418005467569658,12.7009451493325,1.96484094242957,0.05594026002306,0.895409611878499,-3.93593364788483,"Not Significant","Not Significant","Not Significant"
"FOLR2",0.418973656819002,8.06041075972814,1.96434301587317,0.0559998762246506,0.895409611878499,-3.93646863321939,"Not Significant","Not Significant","Not Significant"
"LMOD1",0.620908372608126,7.03125557167856,1.96387220257145,0.0560562965590512,0.895409611878499,-3.93697439185972,"Not Significant","Not Significant","Not Significant"
"SYNE3",0.386999341226635,6.71526384252504,1.96385013021534,0.0560589428217499,0.895409611878499,-3.93699810022164,"Not Significant","Not Significant","Not Significant"
"SMU1",0.359416989765833,7.5000866202414,1.9636487667111,0.0560830893376154,0.895409611878499,-3.93721437939089,"Not Significant","Not Significant","Not Significant"
"AKAP1",0.503776001457857,8.6097943197097,1.9632809931681,0.056127214064946,0.895409611878499,-3.937609351302,"Not Significant","Not Significant","Not Significant"
"ITM2C",-1.44069878653619,10.312319223827,-1.96149345542053,0.0563421056771831,0.895409611878499,-3.93952827758927,"Not Significant","Not Significant","Not Significant"
"SRP9",-0.379714819231555,12.336419788939,-1.96103915883911,0.0563968325110843,0.895409611878499,-3.94001575264833,"Not Significant","Not Significant","Not Significant"
"NAT9",0.430065467725271,8.97877914616064,1.95994566992132,0.0565287475062047,0.895409611878499,-3.94118874703992,"Not Significant","Not Significant","Not Significant"
"TNFRSF12A",-0.86555928810212,9.50305759563209,-1.95882388905591,0.0566643517326539,0.895409611878499,-3.94239156914036,"Not Significant","Not Significant","Not Significant"
"MZF1",0.431471791430261,8.38658704593262,1.95645570972973,0.0569515448528099,0.895409611878499,-3.94492909892131,"Not Significant","Not Significant","Not Significant"
"OCRL",-0.389748867145407,8.70521865119475,-1.95641445721602,0.0569565587038641,0.895409611878499,-3.94497328056299,"Not Significant","Not Significant","Not Significant"
"PHTF2",-0.538084724228985,6.81785619364752,-1.95621068209155,0.0569813312111894,0.895409611878499,-3.94519151421744,"Not Significant","Not Significant","Not Significant"
"HTR3A",-1.73200529460959,8.44379916427629,-1.95617500256669,0.0569856696493892,0.895409611878499,-3.94522972352962,"Not Significant","Not Significant","Not Significant"
"PRPSAP1",0.43197694149265,8.57821530282526,1.95594688431394,0.0570134143253656,0.895409611878499,-3.94547400342027,"Not Significant","Not Significant","Not Significant"
"PCYT2",0.400671564829679,7.53827635868461,1.95325809487632,0.0573413134899817,0.895409611878499,-3.94835163876467,"Not Significant","Not Significant","Not Significant"
"DHPS",0.505362162525922,9.45833172435398,1.95296587604256,0.0573770473363285,0.895409611878499,-3.94866419828397,"Not Significant","Not Significant","Not Significant"
"ATP6V1B1",1.28319433475592,7.47625509110874,1.95147350141503,0.0575598407676305,0.895409611878499,-3.95025989333974,"Not Significant","Not Significant","Not Significant"
"DDX23",-0.546497339706759,9.38096975041416,-1.95129655901665,0.0575815467489046,0.895409611878499,-3.95044902369184,"Not Significant","Not Significant","Not Significant"
"ATP13A3",-0.5529766113852,9.073935428449,-1.95006137643124,0.0577332661106713,0.895409611878499,-3.95176891954739,"Not Significant","Not Significant","Not Significant"
"MAP3K20",0.899518366379877,7.61856968281205,1.94722351522607,0.0580831485160081,0.895409611878499,-3.95479897650679,"Not Significant","Not Significant","Not Significant"
"LPAR2",0.49119038048135,8.62205462300149,1.94588411155169,0.0582489173758036,0.895409611878499,-3.95622791252529,"Not Significant","Not Significant","Not Significant"
"CLK3",0.305314578923708,7.71956896019721,1.94558823273691,0.0582855910993822,0.895409611878499,-3.95654346727439,"Not Significant","Not Significant","Not Significant"
"MCM3",-0.698740914126786,10.5970464127967,-1.94120513516477,0.0588311994481852,0.895409611878499,-3.96121371109751,"Not Significant","Not Significant","Not Significant"
"ZFHX2",0.28718687795708,6.99438296446482,1.9401764801074,0.0589598806968298,0.895409611878499,-3.96230857943832,"Not Significant","Not Significant","Not Significant"
"NFE2L1",0.433969320751151,10.5250099565025,1.93854073755936,0.0591650046548553,0.895409611878499,-3.96404869107986,"Not Significant","Not Significant","Not Significant"
"PMM2",-0.505256840678323,8.63063065601581,-1.93811040155342,0.0592190710415817,0.895409611878499,-3.96450629671166,"Not Significant","Not Significant","Not Significant"
"UBOX5",0.33127140277129,8.17348269249278,1.93662035921638,0.0594066044576766,0.895409611878499,-3.96609015470223,"Not Significant","Not Significant","Not Significant"
"RPRD1A",-0.62224845828342,8.51526964050474,-1.93649074914158,0.0594229409837904,0.895409611878499,-3.96622788080635,"Not Significant","Not Significant","Not Significant"
"CPLANE2",0.315488003854483,6.62271551732266,1.9359216004548,0.059494724243178,0.895409611878499,-3.96683258468205,"Not Significant","Not Significant","Not Significant"
"KDM1A",0.55352496689378,10.064922293167,1.93549148459915,0.0595490215363377,0.895409611878499,-3.96728947919067,"Not Significant","Not Significant","Not Significant"
"ST3GAL1",-1.00421637493033,8.47731162003855,-1.93478185552937,0.0596386972630959,0.895409611878499,-3.96804311781372,"Not Significant","Not Significant","Not Significant"
"NABP2",-0.597798909038142,8.55576929846259,-1.93188682257378,0.0600057447688504,0.895409611878499,-3.97111548184257,"Not Significant","Not Significant","Not Significant"
"H2AZ2",-0.52700182993053,9.96252972116669,-1.93177610388071,0.0600198206838498,0.895409611878499,-3.97123291186811,"Not Significant","Not Significant","Not Significant"
"ACP5",-0.861428767885308,9.16785982431798,-1.93014945526343,0.0602269470932511,0.895409611878499,-3.97295756178577,"Not Significant","Not Significant","Not Significant"
"SLC22A18",-0.650788885814366,9.38994239545786,-1.92900163597582,0.0603734715183389,0.895409611878499,-3.97417385807167,"Not Significant","Not Significant","Not Significant"
"UPK3B",1.74226817780466,8.23820536300522,1.92867474729667,0.06041525628704,0.895409611878499,-3.9745201460023,"Not Significant","Not Significant","Not Significant"
"ZNF330",-0.502446258174806,8.82863920859552,-1.92708680038623,0.0606185899107438,0.895409611878499,-3.97620168376039,"Not Significant","Not Significant","Not Significant"
"ATP5F1C",0.476203425504262,11.2803416453588,1.92586632351631,0.0607752684365806,0.895409611878499,-3.97749336483402,"Not Significant","Not Significant","Not Significant"
"SH2B2",-0.668916115523624,8.63939297355211,-1.92401082193985,0.0610141335627786,0.895409611878499,-3.97945590480757,"Not Significant","Not Significant","Not Significant"
"IRAK1",-0.725276984366978,9.81475611999158,-1.92262444985377,0.0611931310853801,0.895409611878499,-3.98092129606917,"Not Significant","Not Significant","Not Significant"
"RPL21",0.345374297421107,10.2408932885953,1.92252247559957,0.0612063149614831,0.895409611878499,-3.98102905024372,"Not Significant","Not Significant","Not Significant"
"NFIB",0.74598827001881,7.84385034665859,1.92222590514493,0.0612446713049159,0.895409611878499,-3.9813424051965,"Not Significant","Not Significant","Not Significant"
"BCCIP",-0.615736482300404,8.63158915003239,-1.92180197020084,0.0612995358592978,0.895409611878499,-3.98179026781371,"Not Significant","Not Significant","Not Significant"
"HAT1",-0.578361388134769,10.303071749261,-1.9217826312624,0.0613020396587897,0.895409611878499,-3.98181069645158,"Not Significant","Not Significant","Not Significant"
"AKAP12",1.06234532620625,7.49049950298017,1.92153874422903,0.0613336230758623,0.895409611878499,-3.9820683122157,"Not Significant","Not Significant","Not Significant"
"MRM2",-0.509570635333499,9.15036898566,-1.92134029181044,0.0613593329937348,0.895409611878499,-3.98227791708717,"Not Significant","Not Significant","Not Significant"
"TBC1D16",0.348810446362957,7.7997622848121,1.9209545435931,0.0614093338978524,0.895409611878499,-3.9826852952241,"Not Significant","Not Significant","Not Significant"
"ZNF764",-0.483643116175154,7.15100184086173,-1.92052943746278,0.0614644768448508,0.895409611878499,-3.98313416472087,"Not Significant","Not Significant","Not Significant"
"TMEM176B",-0.810932367184697,8.01512727080927,-1.91744104054326,0.061866366031106,0.895409611878499,-3.98639288899017,"Not Significant","Not Significant","Not Significant"
"IL6ST",-0.458417879688829,7.2879680974615,-1.9174090354592,0.0618705425709641,0.895409611878499,-3.98642663787503,"Not Significant","Not Significant","Not Significant"
"SEMA3G",0.520098868823241,7.00466604153467,1.9171460921543,0.0619048648022442,0.895409611878499,-3.98670389112648,"Not Significant","Not Significant","Not Significant"
"CPD",-0.677545418962707,8.13843642847403,-1.91604095355758,0.0620492979642331,0.895409611878499,-3.98786885105679,"Not Significant","Not Significant","Not Significant"
"COQ6",0.399954609281932,7.94422036385274,1.91598048686942,0.0620572088199231,0.895409611878499,-3.98793257577016,"Not Significant","Not Significant","Not Significant"
"POMT2",0.351495696785477,8.21127555155731,1.91527523062052,0.0621495413008646,0.895409611878499,-3.98867571684178,"Not Significant","Not Significant","Not Significant"
"ZNF185",-0.786584950559958,9.89723456062538,-1.91350349018686,0.0623820176231545,0.895409611878499,-3.99054169384451,"Not Significant","Not Significant","Not Significant"
"WDR25",0.401197260102864,6.83739431942285,1.91329653968895,0.062409220836563,0.895409611878499,-3.99075956426745,"Not Significant","Not Significant","Not Significant"
"DUSP13",0.267208446069512,6.5831687274601,1.91162631385938,0.0626291405730944,0.895409611878499,-3.99251725073464,"Not Significant","Not Significant","Not Significant"
"HIP1",-0.57789992605219,7.62790819937821,-1.91152292758006,0.0626427752895653,0.895409611878499,-3.99262601157849,"Not Significant","Not Significant","Not Significant"
"THRA",0.248599203413048,7.41000831057351,1.91102697605274,0.06270821735681,0.895409611878499,-3.99314768170092,"Not Significant","Not Significant","Not Significant"
"NONO",-0.414995726931343,11.4808846593358,-1.91076536740172,0.0627427608546951,0.895409611878499,-3.99342281421271,"Not Significant","Not Significant","Not Significant"
"POFUT2",0.230028668733104,7.27925092030562,1.91072792175525,0.0627477066091408,0.895409611878499,-3.99346219321615,"Not Significant","Not Significant","Not Significant"
"ZNF696",-0.397471033501818,7.57966056305164,-1.9102542940368,0.0628102913250481,0.895409611878499,-3.993960223022,"Not Significant","Not Significant","Not Significant"
"FAM111A",-0.460818245836227,7.54028448113412,-1.90805018182581,0.0631022439085115,0.895409611878499,-3.99627663139411,"Not Significant","Not Significant","Not Significant"
"GYPC",0.537439244326157,9.35384581746724,1.90741814087519,0.0631861767959757,0.895409611878499,-3.99694048999269,"Not Significant","Not Significant","Not Significant"
"MAP3K12",-0.488962960568256,8.29973674761793,-1.90740703915224,0.0631876519201901,0.895409611878499,-3.99695214905919,"Not Significant","Not Significant","Not Significant"
"TOMM40",0.559811123199226,8.76576387288984,1.90631391287205,0.0633330437284209,0.895409611878499,-3.9980998952799,"Not Significant","Not Significant","Not Significant"
"HSPA4",-0.516303912794869,9.23095403164229,-1.9057395268111,0.0634095548615874,0.895409611878499,-3.99870277625079,"Not Significant","Not Significant","Not Significant"
"COPS7A",0.666133240823309,10.1793512459973,1.90551616827555,0.0634393286929605,0.895409611878499,-3.99893717725573,"Not Significant","Not Significant","Not Significant"
"CDK2",-0.447087245860091,7.60985366634575,-1.9024169937762,0.0638536861444547,0.895409611878499,-4.00218736109528,"Not Significant","Not Significant","Not Significant"
"C3orf18",0.474429869794857,8.01500088663931,1.90014775606403,0.0641585470851968,0.895409611878499,-4.00456455404759,"Not Significant","Not Significant","Not Significant"
"RNF138",-0.691891101395947,8.56140309624293,-1.8998077166244,0.0642043367206635,0.895409611878499,-4.0049205797122,"Not Significant","Not Significant","Not Significant"
"NSA2",-0.560147398642655,11.2775634036007,-1.89761574561108,0.0645001778617398,0.895409611878499,-4.00721440858274,"Not Significant","Not Significant","Not Significant"
"ITFG1",-0.500334318834398,7.99485731505573,-1.89748403523808,0.0645179912940899,0.895409611878499,-4.00735217354715,"Not Significant","Not Significant","Not Significant"
"DGLUCY",0.414833865912986,8.9032992729519,1.89726832269074,0.0645471748474276,0.895409611878499,-4.00757778606047,"Not Significant","Not Significant","Not Significant"
"IRF8",-0.743730814120265,8.34751302402673,-1.89551169823229,0.0647852470950982,0.895409611878499,-4.00941428406378,"Not Significant","Not Significant","Not Significant"
"ZNF292",-0.39818786571938,7.1593727250218,-1.89509552618981,0.0648417599351688,0.895409611878499,-4.00984918479714,"Not Significant","Not Significant","Not Significant"
"COA7",0.401124646793673,8.29185620569348,1.89509247559656,0.0648421743367691,0.895409611878499,-4.00985237239874,"Not Significant","Not Significant","Not Significant"
"ROCK2",-0.404038602165563,8.62260889560239,-1.89373970841075,0.0650261612671413,0.895409611878499,-4.01126550017036,"Not Significant","Not Significant","Not Significant"
"MICB",-0.650781355557496,8.38723810015065,-1.89344361481005,0.0650664917297521,0.895409611878499,-4.01157470034266,"Not Significant","Not Significant","Not Significant"
"ACTG2",0.615337010511836,7.16053932264456,1.89229294947476,0.0652234249651741,0.895409611878499,-4.01277594115993,"Not Significant","Not Significant","Not Significant"
"SF3B3",0.36072975489963,8.72538741224078,1.89199271187291,0.0652644259243707,0.895409611878499,-4.01308928130381,"Not Significant","Not Significant","Not Significant"
"PINK1",0.461807916280175,9.44198764236464,1.89078491361486,0.0654295872885993,0.895409611878499,-4.01434939591959,"Not Significant","Not Significant","Not Significant"
"DGCR2",-0.412226910906521,8.89619940464908,-1.89014226877954,0.0655176116090781,0.895409611878499,-4.01501962078987,"Not Significant","Not Significant","Not Significant"
"LSM7",-0.470834899149195,10.6525081265599,-1.88965146543277,0.0655849059581766,0.895409611878499,-4.01553136767747,"Not Significant","Not Significant","Not Significant"
"HNRNPA2B1",-0.366397239307915,9.67203320339951,-1.88938672053753,0.0656212297792032,0.895409611878499,-4.01580736660159,"Not Significant","Not Significant","Not Significant"
"EIF3A",-0.607319243363974,10.1014600490892,-1.88907993455691,0.0656633432408692,0.895409611878499,-4.01612715590043,"Not Significant","Not Significant","Not Significant"
"ISYNA1",0.378028446411779,7.37058948765937,1.8890678202301,0.0656650066852778,0.895409611878499,-4.016139782867,"Not Significant","Not Significant","Not Significant"
"CSDC2",0.447544192279905,7.49052709160037,1.88598404310807,0.0660896180765565,0.895409611878499,-4.01935199455285,"Not Significant","Not Significant","Not Significant"
"GDF5",0.315616862027716,7.95109833532765,1.88487814673996,0.0662424606514745,0.895409611878499,-4.02050294897815,"Not Significant","Not Significant","Not Significant"
"NCBP3",-0.439510348567998,7.42457070344803,-1.8847257800784,0.066263542395067,0.895409611878499,-4.02066148215128,"Not Significant","Not Significant","Not Significant"
"GRM2",0.298726615590563,7.20859606109922,1.88454712352013,0.0662882689470399,0.895409611878499,-4.02084735642942,"Not Significant","Not Significant","Not Significant"
"MSH6",-0.318693530031835,7.70018736533368,-1.88192844145007,0.0666516055383906,0.895409611878499,-4.02357024907814,"Not Significant","Not Significant","Not Significant"
"RFX5",-0.552936460331946,9.79787719101863,-1.88186928782937,0.0666598325486239,0.895409611878499,-4.02363172245255,"Not Significant","Not Significant","Not Significant"
"TYK2",0.4844977110555,9.49409707699687,1.87951143390975,0.0669884655413713,0.895409611878499,-4.02608080772629,"Not Significant","Not Significant","Not Significant"
"DNAAF1",0.341011223165425,7.17212848093627,1.87855298522003,0.0671224463812017,0.895409611878499,-4.02707565287184,"Not Significant","Not Significant","Not Significant"
"DHDDS",0.329437263214198,8.24859892290467,1.87840533062209,0.0671431071937123,0.895409611878499,-4.02722887916982,"Not Significant","Not Significant","Not Significant"
"ATP5IF1",0.526329688506065,10.0103124525893,1.87777534944708,0.0672313192376711,0.895409611878499,-4.02788252632087,"Not Significant","Not Significant","Not Significant"
"CENPU",-0.900248858274352,7.82649669909623,-1.87674409822833,0.0673759315440769,0.895409611878499,-4.02895214634457,"Not Significant","Not Significant","Not Significant"
"HNRNPF",-0.434796161287042,10.3058250629794,-1.8761187569814,0.0674637521103251,0.895409611878499,-4.02960052946254,"Not Significant","Not Significant","Not Significant"
"VCY",0.322930205530438,7.47091297329628,1.87598523981142,0.0674825153845253,0.895409611878499,-4.02973894434888,"Not Significant","Not Significant","Not Significant"
"MYL12A",-0.456532380163444,8.58564111613051,-1.87500173884774,0.0676208645673887,0.895409611878499,-4.03075828407326,"Not Significant","Not Significant","Not Significant"
"HPS4",-0.465611076051627,7.20108646332347,-1.87320697908599,0.0678739562706193,0.895409611878499,-4.0326173627844,"Not Significant","Not Significant","Not Significant"
"NDUFA13",0.484906729412348,11.8600523332165,1.87292566343271,0.0679136995991799,0.895409611878499,-4.03290863317936,"Not Significant","Not Significant","Not Significant"
"POLD4",-0.458200272764859,9.12936918972479,-1.87246813257008,0.0679783803363914,0.895409611878499,-4.03338228098987,"Not Significant","Not Significant","Not Significant"
"DOK5",1.39835502564363,9.88778345099904,1.87151376998927,0.0681134665408738,0.895409611878499,-4.03436996919063,"Not Significant","Not Significant","Not Significant"
"ATRX",-0.442288157815693,7.89346353687022,-1.87000913754373,0.0683269053389113,0.895409611878499,-4.03592633830029,"Not Significant","Not Significant","Not Significant"
"MID2",0.375228744048818,7.77521880312739,1.86751169223765,0.0686824355033935,0.895409611878499,-4.03850748482147,"Not Significant","Not Significant","Not Significant"
"ADGRA2",0.503848804232931,8.10906917594363,1.86633682548839,0.0688502302376937,0.895409611878499,-4.03972078818088,"Not Significant","Not Significant","Not Significant"
"STARD8",0.247674217034675,7.80054725230662,1.86538472808903,0.06898646466648,0.895409611878499,-4.04070359325598,"Not Significant","Not Significant","Not Significant"
"GPT",-0.505373964131512,7.47919608640264,-1.86528358854588,0.0690009500591016,0.895409611878499,-4.04080797162091,"Not Significant","Not Significant","Not Significant"
"CANT1",0.390544108268936,9.2480294496904,1.86499012595418,0.0690429949573734,0.895409611878499,-4.04111080663043,"Not Significant","Not Significant","Not Significant"
"AKAP9",-0.434149956956547,6.84420835732875,-1.86270962497546,0.0693704694129759,0.895409611878499,-4.04346286181389,"Not Significant","Not Significant","Not Significant"
"ACBD3",-0.626842943817521,9.54012902063413,-1.86062474988712,0.0696710069666287,0.895409611878499,-4.04561116885065,"Not Significant","Not Significant","Not Significant"
"PRRG3",0.387149542667323,6.82077303112003,1.85982987356037,0.0697858804814112,0.895409611878499,-4.04642972977369,"Not Significant","Not Significant","Not Significant"
"HMGXB4",-0.433556121594568,8.94372181515611,-1.85842214746874,0.0699897164353025,0.895409611878499,-4.04787872448471,"Not Significant","Not Significant","Not Significant"
"SOX13",-0.56445517224408,8.12003396431529,-1.85666473411583,0.0702448961427604,0.895409611878499,-4.04968644304499,"Not Significant","Not Significant","Not Significant"
"MVD",0.392758296544564,7.19046537000667,1.85639362520991,0.0702843319376147,0.895409611878499,-4.04996519217222,"Not Significant","Not Significant","Not Significant"
"SLC25A3",0.406866221855335,10.4800339562407,1.85523733827381,0.0704527378813859,0.895409611878499,-4.05115370411194,"Not Significant","Not Significant","Not Significant"
"ZNF446",0.323428814984504,8.12695218019408,1.85199589326589,0.0709266617826855,0.895409611878499,-4.05448236857297,"Not Significant","Not Significant","Not Significant"
"PRB3",0.419376352928548,7.82917096987892,1.85198588270553,0.0709281295840393,0.895409611878499,-4.05449264137077,"Not Significant","Not Significant","Not Significant"
"LRP1",0.276413573361555,6.84790010778067,1.85126186433356,0.0710343573795637,0.895409611878499,-4.0552355098307,"Not Significant","Not Significant","Not Significant"
"KCTD2",0.307550211895913,8.7183494929591,1.85114342073457,0.07105174824029,0.895409611878499,-4.05535701530402,"Not Significant","Not Significant","Not Significant"
"PGLS",0.32862301088695,8.74132567188487,1.85090460762715,0.0710868237277077,0.895409611878499,-4.05560198326277,"Not Significant","Not Significant","Not Significant"
