"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","significance"
"ENSG00000222583",0.0319445934894334,-0.834925772093618,3.33307795736182,-0.250496922896599,0.802203084037948,NA,"RN7SKP222","Not Significant"
"ENSG00000114279",55.6501173680606,0.67546698694466,0.542235405155478,1.2457080089615,0.212871612273654,0.885929638715697,"FGF12","Not Significant"
"ENSG00000231383",0.134403149077573,-1.19740254546214,2.59288548502157,-0.461803096349309,0.644222530237959,NA,"FGF12-AS1","Not Significant"
"ENSG00000230126",0.496187289312877,1.36654287244285,1.0709821121882,1.27597170568123,0.201965521241624,NA,"FGF12-AS2","Not Significant"
"ENSG00000226709",0.457551459107453,1.06241317039368,1.07901898568566,0.984610265887549,0.324815545114437,NA,"FGF12-AS3","Not Significant"
"ENSG00000238902",0.575364059337404,0.237265384538584,0.98228529217495,0.241544270721225,0.80913330892365,NA,"ENSG00000238902","Not Significant"
"ENSG00000200184",2.6620572709378,-0.589937332995133,0.643615118040287,-0.916599558430829,0.359352515851322,NA,"RNU1-20P","Not Significant"
"ENSG00000180611",78.2840475086299,0.133845503503372,0.337674099632278,0.396374799397192,0.691828554064053,0.989211084683015,"MB21D2","Not Significant"
"ENSG00000232130",0.016943733867675,-0.834925772093618,3.33307795736182,-0.250496922896599,0.802203084037948,NA,"ENSG00000232130","Not Significant"
"ENSG00000236229",0.363968488271783,-0.633918583442077,0.740629100450705,-0.855919086971212,0.392042536547393,NA,"VEZF1P1","Not Significant"
"ENSG00000127252",25.0310293055652,0.147578114329803,0.802778743064566,0.183834108220692,0.854143597623142,0.996435111175685,"HRASLS","Not Significant"
"ENSG00000187527",22.4749577839652,0.76179812681933,0.634403155436745,1.20081074674807,0.229824622171619,0.898833545270562,"ATP13A5","Not Significant"
"ENSG00000236508",0.364335399215649,-0.862184280804638,1.0569250497218,-0.815747796905355,0.41464439585778,NA,"ATP13A5-AS1","Not Significant"
"ENSG00000127249",405.133857860502,-0.185241538353805,0.557574168689933,-0.332227618774101,0.739717390267697,0.993996023036238,"ATP13A4","Not Significant"
"ENSG00000225473",5.32155211375703,0.275566253673013,1.34819303497521,0.20439673438758,0.838043481901633,0.996435111175685,"ATP13A4-AS1","Not Significant"
"ENSG00000236297",1.31643309835948,-0.891770858944588,0.666828434732339,-1.33733178205356,0.181114361149729,NA,"ENSG00000236297","Not Significant"
"ENSG00000198836",1253.55176782512,-0.0944902902677909,0.345356827242872,-0.273601917825532,0.78439056000767,0.993996023036238,"OPA1","Not Significant"
"ENSG00000224855",0.0608676601346633,-1.04150158766587,3.33296687214728,-0.312484830368229,0.754672089901796,NA,"OPA1-AS1","Not Significant"
"ENSG00000207370",15.8799772863833,0.0279382735152642,0.369742887493874,0.0755613548231596,0.939768082911771,0.997011555098508,"ENSG00000207370","Not Significant"
"ENSG00000243991",0.00563925923152919,-0.744779549256915,3.33311556863747,-0.22344846253302,0.823186489985422,NA,"RN7SL447P","Not Significant"
"ENSG00000223986",0.0415272863435519,0.0774096892773277,3.3331267530659,0.0232243460906862,0.981471318471072,NA,"ENSG00000223986","Not Significant"
"ENSG00000229155",2.94239253059084,-0.179984965046571,0.708904508785452,-0.253891691780795,0.79957923353439,NA,"LINC02038","Not Significant"
"ENSG00000214146",9.48031772625196,0.613919469203951,0.451426264554665,1.35995514086799,0.173844119980718,0.843656704715243,"LINC02026","Not Significant"
"ENSG00000238043",0.0446735064833053,-0.714254013466818,2.81287657811551,-0.253922983690004,0.799555058178765,NA,"ENSG00000238043","Not Significant"
"ENSG00000224403",2.24363924691756,0.535726156504121,0.595824446761693,0.899134232265551,0.368581166231191,NA,"DPPA2P3","Not Significant"
"ENSG00000230102",14.2531729268964,-0.568367872507308,0.471299129440834,-1.2059599456117,0.227832934931525,0.898833545270562,"LINC02028","Not Significant"
"ENSG00000276407",0.0347208712200236,-0.907100327370021,3.33304799251843,-0.272153395152472,0.785504074975337,NA,"ENSG00000276407","Not Significant"
"ENSG00000229964",0.182524755441498,-1.14919099761152,1.44843240967489,-0.793403261301964,0.427542911251143,NA,"ENSG00000229964","Not Significant"
"ENSG00000232874",1.60191161626666,-0.152800856275405,0.532474112703807,-0.286963915484098,0.774139949986328,NA,"ENSG00000232874","Not Significant"
"ENSG00000114315",230.128727464423,-0.470535554992436,0.284390829445088,-1.65453842485202,0.0980181627557817,0.73340326927969,"HES1","Not Significant"
"ENSG00000242201",0.0684889575756857,-1.00027453382483,2.7268976939656,-0.366817770992418,0.713754950955827,NA,"RN7SL215P","Not Significant"
"ENSG00000225742",2.37618533538261,-1.73712048543354,0.795293546354594,-2.18425070012956,0.0289438312398582,NA,"LINC02036","Not Significant"
"ENSG00000238097",0.136648947265245,-1.29060168952335,1.9147170264467,-0.674043042233987,0.500283949415751,NA,"LINC02037","Not Significant"
"ENSG00000228271",0.0686789022367912,-0.833837822903314,1.98875276436342,-0.419276763730969,0.675013876328126,NA,"LINC02048","Not Significant"
"ENSG00000214145",10.0260556693419,-1.22098246873977,0.63228971260581,-1.93104908145321,0.0534769830032085,0.598619610666542,"LINC00887","Not Significant"
"ENSG00000178772",1.30325929808345,-1.4722795162026,0.920829271386409,-1.59886263605187,0.109851127779819,NA,"CPN2","Not Significant"
"ENSG00000172061",311.428827631148,-0.391877955390636,0.545087719445005,-0.718926406541751,0.472186265173783,0.971676191174468,"LRRC15","Not Significant"
"ENSG00000178732",3.37559090822655,0.515039229687399,0.471575815379456,1.09216633442699,0.274759996951331,0.922602154600569,"GP5","Not Significant"
"ENSG00000133657",2165.92189811334,-0.0434002807718059,0.281044933701964,-0.154424704263945,0.877274876101303,0.996435111175685,"ATP13A3","Not Significant"
"ENSG00000271483",0,0,0,0,1,NA,"ENSG00000271483","Not Significant"
"ENSG00000233058",21.5902403609936,0.203254243017478,0.490750797619708,0.414169969775543,0.678749632928876,0.9872855115814,"LINC00884","Not Significant"
"ENSG00000244675",9.61447133226859,-1.65014790081842,0.89296869163414,-1.84793477786846,0.0646117786795366,0.644594680350067,"ENSG00000244675","Not Significant"
"ENSG00000252053",0,NA,NA,NA,NA,NA,"RNU6-1101P","Not Significant"
"ENSG00000232873",0.175486589539188,-1.15898475240584,1.25645275423485,-0.92242605103893,0.356306386443308,NA,"RPL23AP93","Not Significant"
"ENSG00000231770",23.5868040773787,-0.0980227491573356,0.413441036343827,-0.237090033500733,0.812586944083678,0.996435111175685,"TMEM44-AS1","Not Significant"
"ENSG00000145014",216.200977944214,-0.00929989295315746,0.397104294822028,-0.0234192706410427,0.981315833472488,0.998006729300205,"TMEM44","Not Significant"
"ENSG00000229334",4.07075902691612,0.401669780281608,0.510276703913677,0.787160725153462,0.431187785106131,0.966832522338044,"ENSG00000229334","Not Significant"
"ENSG00000272707",3.10738447753512,0.463654359219712,0.451536824324173,1.02683620525009,0.304497597943503,0.937032217781748,"ENSG00000272707","Not Significant"
"ENSG00000041802",572.872008161577,0.17410939602429,0.280927630339522,0.619766008113428,0.53541185086372,0.979846821054155,"LSG1","Not Significant"
"ENSG00000185112",141.902834921186,0.220485934404831,0.390474779670973,0.564661140447072,0.572304270338658,0.980084701671367,"FAM43A","Not Significant"
"ENSG00000233987",0.0228515373144765,-0.570538130716961,3.33310783093538,-0.171173019192976,0.864087721932982,NA,"ENSG00000233987","Not Significant"
"ENSG00000237222",3.73592927824097,1.06371452321464,0.677265217738323,1.57060261675158,0.116274981777095,0.76797419835933,"LINC01968","Not Significant"
"ENSG00000234805",0.273635294793947,-1.03746450297849,1.12041087045982,-0.925967901893625,0.354462661453283,NA,"ENSG00000234805","Not Significant"
"ENSG00000230401",0.0753027399389607,-0.329736143241716,2.71593960075751,-0.121407760006794,0.903368070752182,NA,"LINC01972","Not Significant"
"ENSG00000238031",0.138747296545945,-0.477880562608203,3.12656878863256,-0.152845049930025,0.878520470388588,NA,"ENSG00000238031","Not Significant"
"ENSG00000173950",240.67986956053,0.564876363045229,0.318871048457979,1.77148839876465,0.0764795201839132,0.676687193497029,"XXYLT1","Not Significant"
"ENSG00000233303",0.657522574084506,0.368754496401113,0.856509025216303,0.430531944842015,0.666808734313292,NA,"XXYLT1-AS1","Not Significant"
"ENSG00000265333",3.03695243029663,0.0425205919151196,0.509785427866016,0.0834088021956858,0.933526489762233,0.997011555098508,"MIR3137","Not Significant"
"ENSG00000244314",6.51240220916018,0.563193598151766,0.435061132591201,1.29451600237745,0.195487245464436,0.86527317841075,"RN7SL36P","Not Significant"
"ENSG00000230266",1.66376759786277,-0.100047024760785,0.577477577945559,-0.173248327868787,0.862456237790793,NA,"XXYLT1-AS2","Not Significant"
"ENSG00000206600",0.102623668550268,-0.210084928139785,1.96344244752727,-0.106998261346729,0.914790359081866,NA,"RNU6-25P","Not Significant"
"ENSG00000114331",1258.65519077582,0.125352753666236,0.263896343196481,0.475007543294775,0.634781596697513,0.983047289724774,"ACAP2","Not Significant"
"ENSG00000229325",24.3150621531844,0.27375303683657,0.369922728720667,0.740027620858312,0.459283234756022,0.968633292911405,"ACAP2-IT1","Not Significant"
"ENSG00000227433",0.0523461124721334,-0.907100327370021,3.33304799251843,-0.272153395152472,0.785504074975337,NA,"ENSG00000227433","Not Significant"
"ENSG00000207368",9.10493369502401,0.32029102353484,0.399955002401017,0.800817646015336,0.423237221835665,0.966374964727093,"ENSG00000207368","Not Significant"
"ENSG00000184203",324.021102920837,-0.0966734492735061,0.232780347444412,-0.415299016153378,0.677923021361799,0.9872855115814,"PPP1R2","Not Significant"
"ENSG00000252620",10.5204738963425,-0.288765452934285,0.400258056179086,-0.721448196922947,0.470633802079081,0.971178748106927,"RNU6ATAC24P","Not Significant"
"ENSG00000223711",2.71330025190762,0.258151185550121,0.522415631595093,0.494149045199714,0.621200922646882,NA,"ENSG00000223711","Not Significant"
"ENSG00000265882",0.0450149785963767,-0.450025445762367,2.81118286814657,-0.160084016896087,0.872814891467639,NA,"RN7SL73P","Not Significant"
"ENSG00000236844",0.492762771481443,-1.4786753295878,1.1460003592402,-1.29029220424344,0.196949222593371,NA,"ENSG00000236844","Not Significant"
"ENSG00000236425",0,NA,NA,NA,NA,NA,"ENSG00000236425","Not Significant"
"ENSG00000189058",224.619477903481,0.487743805034776,0.508849805496739,0.95852214104443,0.337799532222269,0.945399522896363,"APOD","Not Significant"
"ENSG00000224769",24.8310931935649,0.186760948947655,0.503207767829613,0.371140830661605,0.710532640868471,0.991388709204648,"MUC20P1","Not Significant"
"ENSG00000282206",1.60678049489222,-1.16075581525821,0.832809127246525,-1.39378373421045,0.163382921462055,NA,"ENSG00000282206","Not Significant"
"ENSG00000271662",0.0937046307216441,-0.402997433355307,2.27458366694814,-0.177174152444354,0.859371597819147,NA,"ENSG00000271662","Not Significant"
"ENSG00000229178",1.89642643092461,0.96530107050462,0.684866056097857,1.40947424961399,0.158694982455923,NA,"ENSG00000229178","Not Significant"
"ENSG00000242086",916.355805982058,0.598195578706049,0.308432316600923,1.93947114653374,0.0524439946002677,0.594699718600816,"LINC00969","Not Significant"
"ENSG00000215837",0,NA,NA,NA,NA,NA,"SDHAP2","Not Significant"
"ENSG00000207650",39.493448186707,0.344611186669085,0.364186929690064,0.946248090128774,0.344022063064473,0.948221738272851,"MIR570","Not Significant"
"ENSG00000283426",0,NA,NA,NA,NA,NA,"ENSG00000283426","Not Significant"
"ENSG00000176945",98.6793486917629,0.261268574232092,0.434275532900672,0.601619373965168,0.547427529612103,0.979846821054155,"MUC20","Not Significant"
"ENSG00000145113",6273.87840673084,-0.988822685086677,0.602268520135638,-1.64183026677865,0.100625184652267,0.736088576209776,"MUC4","Not Significant"
"ENSG00000223783",0.518540944316961,0.21249658080412,1.26310993206257,0.168232847680271,0.866400100487434,NA,"LINC01983","Not Significant"
"ENSG00000235836",0.680274585446723,0.205289099214004,1.0477320534271,0.19593664099758,0.84465975771547,NA,"KIF3AP1","Not Significant"
"ENSG00000061938",809.843852472579,0.358230931031847,0.289793733640779,1.23615830656953,0.216399725173714,0.888849066978629,"TNK2","Not Significant"
"ENSG00000276489",0.202785691122492,0.605892528670043,1.15158280918815,0.526138914054466,0.598791692832694,NA,"MIR6829","Not Significant"
"ENSG00000224614",6.38909785936894,-0.0821059264825216,0.507087027967093,-0.161916834693412,0.871371345585394,0.996435111175685,"TNK2-AS1","Not Significant"
"ENSG00000226155",1.79050040221074,-1.64584844304685,0.999970167690428,-1.64589754397191,0.0997848547031457,NA,"ENSG00000226155","Not Significant"
"ENSG00000273009",0.847180352631798,0.32202213043374,0.800168842956048,0.402442726017799,0.687358231148451,NA,"ENSG00000273009","Not Significant"
"ENSG00000239122",2.56894791704189,-0.781483983381775,0.615281594356029,-1.27012410341918,0.204040427042503,NA,"RNU2-11P","Not Significant"
"ENSG00000231443",0.0207897826092263,-0.830664756007307,3.33307968562771,-0.249218390904108,0.803191854265939,NA,"ENSG00000231443","Not Significant"
"ENSG00000260261",98.6779435366061,-0.219251142525413,0.392534815817466,-0.558552091917799,0.576467443758044,0.980084701671367,"ENSG00000260261","Not Significant"
"ENSG00000185485",120.261151545122,0.324255491590611,0.3660331295071,0.885863779672766,0.375690936063572,0.957624569840603,"SDHAP1","Not Significant"
"ENSG00000231464",0.0605512556827784,-0.18565443226039,2.74395668552967,-0.0676593888086659,0.946056778228783,NA,"ENSG00000231464","Not Significant"
"ENSG00000072274",2645.90859071595,0.212638268467977,0.383157626140986,0.554962902890871,0.578920034963931,0.980084701671367,"TFRC","Not Significant"
"ENSG00000228413",0.0402194009288194,-0.37818095637884,3.33310783068502,-0.113461962705574,0.909664317661384,NA,"ENSG00000228413","Not Significant"
"ENSG00000252174",0,NA,NA,NA,NA,NA,"RNU7-18P","Not Significant"
"ENSG00000224652",25.6521001481571,0.103956892259443,0.558114624776646,0.186264411725541,0.852237414373758,0.996435111175685,"LINC00885","Not Significant"
"ENSG00000163958",2.38311577600679,-0.215682777055644,0.710632366534004,-0.303508237469681,0.761502570769232,NA,"ZDHHC19","Not Significant"
"ENSG00000222335",0.00917886474929082,-0.499661875467656,3.33312675339708,-0.149907853026713,0.880837315914581,NA,"ENSG00000222335","Not Significant"
"ENSG00000163959",11.3106792097504,0.193344252035108,0.578602525620537,0.33415729014966,0.738260870862845,0.993996023036238,"SLC51A","Not Significant"
"ENSG00000161217",895.934559845155,-0.0792411702558565,0.286509289554284,-0.276574523566514,0.782106829109396,0.993996023036238,"PCYT1A","Not Significant"
"ENSG00000272741",0,NA,NA,NA,NA,NA,"ENSG00000272741","Not Significant"
"ENSG00000228028",0.0201681925317299,-0.570538130716961,3.33310783093538,-0.171173019192976,0.864087721932982,NA,"ENSG00000228028","Not Significant"
"ENSG00000213123",26.3174690714293,0.649158141645789,0.449958328891389,1.44270724634699,0.149102957086893,0.817527366194354,"TCTEX1D2","Not Significant"
"ENSG00000237418",3.21930325305678,1.04013934763034,0.531684724926065,1.95630850176292,0.0504288232812621,0.587105825614819,"ENSG00000237418","Not Significant"
"ENSG00000273331",0.756700334140804,0.793898956767131,0.969162818044334,0.8191595281886,0.412695402307265,NA,"TM4SF19-TCTEX1D2","Not Significant"
"ENSG00000235897",8.51527091758416,0.510070007897061,0.44023473825334,1.15863189243265,0.24660626326908,0.908430845241388,"TM4SF19-AS1","Not Significant"
"ENSG00000145107",13.8544646690051,-1.4075891068614,0.744018803950794,-1.89187302711571,0.058507900364605,0.620935363174381,"TM4SF19","Not Significant"
"ENSG00000212146",0.192950362532146,0.272933424712701,2.235076642082,0.122113675913351,0.902808991125124,NA,"RNU6-910P","Not Significant"
"ENSG00000163960",1549.50190617364,-0.058326888380359,0.276144239475272,-0.211218921282557,0.832716446760389,0.996435111175685,"UBXN7","Not Significant"
"ENSG00000206644",1.44264697294204,0.120305438274249,0.671738651863662,0.179095602047725,0.857862635235397,NA,"RNU6-1279P","Not Significant"
"ENSG00000241868",6.9588749461851,0.0273226729935894,0.356363996015137,0.0766706886753758,0.938885522931326,0.997011555098508,"RN7SL434P","Not Significant"
"ENSG00000243339",0.515467027749628,0.81687677901134,1.11024008405822,0.735765885902302,0.461873185447153,NA,"RN7SL738P","Not Significant"
"ENSG00000226345",0.0815484121381683,-0.185365693062046,1.73969856259357,-0.106550466297851,0.915145616946225,NA,"ENSG00000226345","Not Significant"
"ENSG00000225822",1.39330741547303,-0.309426479481764,0.621562655998961,-0.497820254314443,0.618610738676064,NA,"UBXN7-AS1","Not Significant"
"ENSG00000225240",1.10087050460096,-0.381332631564361,0.849066381625666,-0.44911992727146,0.653345146062824,NA,"ENSG00000225240","Not Significant"
"ENSG00000163961",790.122014078427,0.101097512059768,0.322905090681223,0.313087390002077,0.75421426916819,0.993996023036238,"RNF168","Not Significant"
"ENSG00000273013",0.338344780578349,0.0436325419049777,0.87276748213029,0.0499933175769536,0.960127713465733,NA,"ENSG00000273013","Not Significant"
"ENSG00000214097",0.997450532929164,-2.0970373993328,1.3974007852658,-1.50066997345641,0.133440943022778,NA,"SMCO1","Not Significant"
"ENSG00000213358",0.389757684778128,-0.503529954121177,0.872148446183955,-0.577344322889467,0.563706877757274,NA,"ENSG00000213358","Not Significant"
"ENSG00000225770",0.160624342400392,-0.542146413156664,1.67974958423922,-0.322754307096441,0.74688132011472,NA,"RPS29P3","Not Significant"
"ENSG00000185798",86.9875082501242,-0.034173754769588,0.325271488941759,-0.105062250862408,0.916326412927141,0.996435111175685,"WDR53","Not Significant"
"ENSG00000174013",386.361346312794,-0.0785379970280371,0.355204116245228,-0.221106663566408,0.825009381884877,0.996435111175685,"FBXO45","Not Significant"
"ENSG00000232065",2.24058174553681,0.41479507698988,0.478212929815362,0.867385742058526,0.385730691334994,NA,"LINC01063","Not Significant"
"ENSG00000174004",54.999976318842,-0.105036905327097,0.368167289162413,-0.285296680120761,0.775416856096917,0.993996023036238,"NRROS","Not Significant"
"ENSG00000163964",264.251501710917,-0.0413261563706013,0.30900138781224,-0.133741005706138,0.893607378556881,0.996435111175685,"PIGX","Not Significant"
"ENSG00000174007",46.9486603863931,0.12476186911576,0.371945182673157,0.335430797138172,0.737300139487644,0.993996023036238,"CEP19","Not Significant"
"ENSG00000201441",1.31737153373649,-1.15952868091116,0.884206228616603,-1.31137809640327,0.18973005521695,NA,"RNU6-646P","Not Significant"
"ENSG00000180370",1609.08938202539,-0.20169767493532,0.263870274036009,-0.764381951215146,0.444639661281737,0.968385305611378,"PAK2","Not Significant"
"ENSG00000272359",0,NA,NA,NA,NA,NA,"RNU4-89P","Not Significant"
"ENSG00000206892",0.343217783675652,-0.00417288172860237,0.889104101574095,-0.00469335561630475,0.996255257763337,NA,"RNU6-42P","Not Significant"
"ENSG00000119231",1132.69223593947,-0.345015906877826,0.293663401854585,-1.17486859002154,0.240047293672376,0.904055297064811,"SENP5","Not Significant"
"ENSG00000230732",116.824398183153,-0.520527130768439,0.392299291508706,-1.32686227590826,0.184554245295892,0.855421451732063,"ENSG00000230732","Not Significant"
"ENSG00000114503",861.736530903272,-0.42661746306986,0.306990656117623,-1.3896757265029,0.164627368958253,0.832263008268793,"NCBP2","Not Significant"
"ENSG00000225578",3.67089442846945,0.516280268408245,0.444859400697052,1.1605470573383,0.245826146326046,0.907874520036151,"NCBP2-AS1","Not Significant"
"ENSG00000270170",56.969529091946,0.272702191780804,0.339514380860195,0.803212491588381,0.421851926678649,0.966064773165631,"NCBP2-AS2","Not Significant"
"ENSG00000119227",36.9836820358459,-0.0773573172602658,0.329788831670364,-0.234566212774565,0.8145454362208,0.996435111175685,"PIGZ","Not Significant"
"ENSG00000233487",4.44384374718357,0.040065637247945,0.643768202771856,0.0622361233056174,0.950374795996509,0.997253820813812,"RPSAP69","Not Significant"
"ENSG00000163975",244.124065352102,0.231871649712663,0.503336594042727,0.460669167425924,0.645035979069093,0.984545167151523,"MELTF","Not Significant"
"ENSG00000228109",29.0270667422011,0.0481592378473538,0.513513774858259,0.0937837312361228,0.925280955312503,0.996990388498906,"MELTF-AS1","Not Significant"
"ENSG00000075711",1487.03102456359,0.229241999230849,0.312913481782907,0.732605057233975,0.463799345733205,0.969506751597946,"DLG1","Not Significant"
"ENSG00000265850",0.549646116248418,-0.436493299332438,0.711514101297318,-0.613471045108693,0.539564922488021,NA,"MIR4797","Not Significant"
"ENSG00000227375",1.70835478857795,-0.239963013873973,0.71947905785827,-0.333523278062172,0.738739320993126,NA,"DLG1-AS1","Not Significant"
"ENSG00000235126",1.95827181902979,-0.994344679459719,1.30155045641946,-0.763969367883855,0.444885497276515,NA,"ENSG00000235126","Not Significant"
"ENSG00000229912",3.08491992047358,-0.540395359417326,0.902552715727085,-0.598741048584614,0.549345579417426,0.979846821054155,"ENSG00000229912","Not Significant"
"ENSG00000237167",2.44366787585568,-0.159156582639531,0.959012869509169,-0.165958755820439,0.868189408078936,NA,"ENSG00000237167","Not Significant"
"ENSG00000272989",6.4535180483973,0.0553763125663633,0.658092111521535,0.084146750275324,0.932939755075311,0.997011555098508,"LINC02012","Not Significant"
"ENSG00000161267",285.979783863356,0.0697492453518541,0.442032236017617,0.157792214387446,0.874620533818191,0.996435111175685,"BDH1","Not Significant"
"ENSG00000214135",192.32301567818,0.653722085059273,0.289494619672117,2.25814934246337,0.0239363502630043,0.442464810263948,"ENSG00000214135","Not Significant"
"ENSG00000213519",0.846015102528777,-0.0972806100490507,0.709063400743972,-0.137195926269754,0.890875930829438,NA,"ENSG00000213519","Not Significant"
"ENSG00000249626",0.0873786450768385,-0.925439204911286,1.96650058196647,-0.470602049853379,0.637924943532225,NA,"ENSG00000249626","Not Significant"
"ENSG00000273308",0.276453116694723,0.175891147545349,0.806366977725701,0.218127914961792,0.827329448038105,NA,"ENSG00000273308","Not Significant"
"ENSG00000236833",1.69796696832332,0.669962287319574,0.886276783429802,0.755928960168501,0.449691789484634,NA,"ENSG00000236833","Not Significant"
"ENSG00000145016",591.458679056702,0.0231576215896297,0.154026801834145,0.150347999918648,0.880490064880753,0.996435111175685,"RUBCN","Not Significant"
"ENSG00000284146",0,NA,NA,NA,NA,NA,"ENSG00000284146","Not Significant"
"ENSG00000122068",935.15191766682,-0.263448557084317,0.321351928455226,-0.819813213353791,0.412322597296981,0.964051957927054,"FYTTD1","Not Significant"
"ENSG00000273375",5.56898193921929,-0.068722378273213,0.374593609097223,-0.183458491026676,0.85443828533264,0.996435111175685,"ENSG00000273375","Not Significant"
"ENSG00000186001",909.367772051724,0.183964964810084,0.188651492006756,0.975157751752611,0.329482015201457,0.944699443441096,"LRCH3","Not Significant"
"ENSG00000234136",0.211200883167683,-0.27492747196339,1.10374042349357,-0.249087073474382,0.803293428268748,NA,"ENSG00000234136","Not Significant"
"ENSG00000234742",1.39316924179024,-0.253393170957082,0.594968572336168,-0.425893371076935,0.670185545457758,NA,"ENSG00000234742","Not Significant"
"ENSG00000114473",247.115767483634,0.208722528668036,0.318091586659797,0.656171170258794,0.511713996230656,0.978564600873261,"IQCG","Not Significant"
"ENSG00000199306",0.921136400292881,-0.608012927326586,0.734270878672166,-0.828049899549467,0.407642241008625,NA,"RNU6-858P","Not Significant"
"ENSG00000182899",1915.07896411336,-0.0973076057100812,0.246819154403563,-0.394246572739561,0.693399004212022,0.989585663099189,"RPL35A","Not Significant"
"ENSG00000185621",214.162724572979,0.0568154406722013,0.285093843452033,0.199286803195245,0.842038401656875,0.996435111175685,"LMLN","Not Significant"
"ENSG00000201622",0.390527892132945,-0.212571515875441,0.801202995165056,-0.265315428372368,0.790766480155664,NA,"RNU6-621P","Not Significant"
"ENSG00000232832",8.48134748555499,-4.37048409437589,1.47281501307792,-2.96743586639734,0.00300294923219437,0.153060921363033,"LMLN-AS1","Not Significant"
"ENSG00000226435",2.88333715928399,-0.107841648568458,0.562393864017372,-0.191754667801863,0.847934381765824,NA,"ANKRD18DP","Not Significant"
"ENSG00000212297",0.248306884636584,-0.974293642392055,1.39747892317375,-0.697179489605026,0.485690473029027,NA,"RNU6-821P","Not Significant"
"ENSG00000232783",0.0675001732885969,-0.522380032235414,3.31672490705254,-0.157498751592165,0.874851791701013,NA,"FRG2FP","Not Significant"
"ENSG00000213113",0.0418573088859776,-0.714742865552903,3.33304799232788,-0.214441216327554,0.830203003153544,NA,"TUBB8P8","Not Significant"
"ENSG00000236246",0.0207711254607854,-0.762895305055083,3.33310783118575,-0.228884075671708,0.8189590178275,NA,"ENSG00000236246","Not Significant"
"ENSG00000236438",45.9359476999583,-0.673243941146392,0.494517390123915,-1.36141610910324,0.173382228160732,0.843301247383775,"FAM157A","Not Significant"
"ENSG00000222792",0,NA,NA,NA,NA,NA,"RNU6-860P","Not Significant"
"ENSG00000230304",0,NA,NA,NA,NA,NA,"CICP6","Not Significant"
"ENSG00000226008",0,NA,NA,NA,NA,NA,"SEPT14P3","Not Significant"
"ENSG00000248302",0,NA,NA,NA,NA,NA,"BNIP3P41","Not Significant"
"ENSG00000272602",113.196258100162,-0.307309469097218,0.345844175961598,-0.888577834924537,0.374230007668241,0.957624569840603,"ZNF595","Not Significant"
"ENSG00000250238",0,NA,NA,NA,NA,NA,"ENSG00000250238","Not Significant"
"ENSG00000250312",153.063814558915,-0.320315181036545,0.336537156827477,-0.951797370775175,0.341199755728893,0.946425136800968,"ZNF718","Not Significant"
"ENSG00000275426",8.79190305426876,-0.115043269883947,0.53639559081719,-0.214474674761365,0.830176914084167,0.996435111175685,"ENSG00000275426","Not Significant"
"ENSG00000250892",0.16868011304233,-1.21129212610428,2.55332748246471,-0.474397481099849,0.635216488951604,NA,"ENSG00000250892","Not Significant"
"ENSG00000198155",28.4005858109593,-0.0589812337833716,0.354591360854172,-0.166335789008768,0.867892702776115,0.996435111175685,"ZNF876P","Not Significant"
"ENSG00000251188",2.7799152048721,-1.14271001011374,1.20984607858074,-0.944508586955331,0.344909815887146,NA,"ENSG00000251188","Not Significant"
"ENSG00000251689",0.849422715635171,-2.12648391590805,1.32715585230431,-1.60228650780982,0.109092267851439,NA,"ENSG00000251689","Not Significant"
"ENSG00000186777",20.8319074344216,-1.44669963263037,0.722974845701097,-2.00103729919877,0.0453883704509378,0.570255730043215,"ZNF732","Not Significant"
"ENSG00000251535",1.26928106839693,0.212639980571147,0.639892041004912,0.33230602499323,0.739658190875404,NA,"ENSG00000251535","Not Significant"
"ENSG00000131127",249.37340733636,0.132290967962948,0.277140007621897,0.477343452134969,0.633117574038409,0.983047289724774,"ZNF141","Not Significant"
"ENSG00000248564",0,NA,NA,NA,NA,NA,"ENSG00000248564","Not Significant"
"ENSG00000250321",3.33930141456244,-0.492555535080567,0.510615832729872,-0.964630361043153,0.334729986763109,0.945091781932006,"ENSG00000250321","Not Significant"
"ENSG00000207642",2.36517799558181,-0.417035929924542,0.475593692243831,-0.876874392418841,0.380554866537152,NA,"MIR571","Not Significant"
"ENSG00000281016",0.518734650147025,-1.68411765786123,1.31860666972151,-1.27719485767269,0.201533462024896,NA,"ENSG00000281016","Not Significant"
"ENSG00000249025",0.0237202874866904,-0.570538130716961,3.33310783093538,-0.171173019192976,0.864087721932982,NA,"ZNF519P4","Not Significant"
"ENSG00000272885",3.52234870878917,0.10184435027071,0.570137600502223,0.178631176370401,0.858227312998322,0.996435111175685,"ENSG00000272885","Not Significant"
"ENSG00000251595",21.8476419191578,0.147462738826546,0.339908802629053,0.433830302969453,0.66441167470189,0.986252842204336,"ABCA11P","Not Significant"
"ENSG00000182903",429.040616454353,-0.0195873580938978,0.224482795658881,-0.0872554978496543,0.930468426620129,0.997011555098508,"ZNF721","Not Significant"
"ENSG00000174227",572.699341276797,0.0873985235265829,0.233042559430546,0.375032456475532,0.70763632858994,0.991095111593973,"PIGG","Not Significant"
"ENSG00000273238",0.172710887361176,-0.128769199897576,1.5598509185819,-0.0825522480152421,0.934207572168762,NA,"ENSG00000273238","Not Significant"
